ulasan,makanan,minuman,pelayanan,tempat,harga
"
Mantap mie bangladesh+puding  ",Positif,Netral,Netral,Netral,Netral
"
mie bangladeshnyaa paten  ",Positif,Netral,Netral,Netral,Netral
"
Tempat nongkrong dengan menu indomie yang beragam... Juga terdapat beberapa menu tambahan lainnya... Rasa masih terjaga. Hanya saja harga sepertinya sedikit lebih mahal  ",Netral,Netral,Netral,Netral,Negatif
"
Makan mie banglades nya enak  ",Positif,Netral,Netral,Netral,Netral
"
Menu makanan variatif, rasa makanan enak dan harga terjangkau  ",Positif,Netral,Netral,Netral,Positif
"
Indomienya enak, rekomendasi yang saya sarankan mie Bangladesh dengan teh tarik  ",Positif,Positif,Netral,Netral,Netral
"
Tempat favorit buat nongkrong  ",Netral,Netral,Netral,Positif,Netral
"
Mantul x lah pokoknya  ",Netral,Netral,Netral,Netral,Netral
"
Suka dengan mie bangladesh nya ( Indomie ), coba sensasi mie nya dengan campuran telur ayam kmapung setengah matang, harga terjangkau, buka sampai tengah malam  ",Positif,Netral,Positif,Netral,Positif
"
Tempat ini sangat rekomendasi sebab tempatnya cocok buat nongkrong bareng temen. Harganya jugak murah dikantong mahasiswa. Tempat nongkrong yang asik buat malam mingguan dan jangan lupakan tempat ini sangat rame sekali loh..  ",Netral,Netral,Netral,Positif,Positif
"
Tempat makan mi bangla tersedapppp  ",Positif,Netral,Netral,Netral,Netral
"
Enak , parkiran luas , pelayan ramah dan cepat  ",Positif,Netral,Positif,Positif,Netral
"
Indomie nya sangat enak dan minuman nya mantap  ",Positif,Positif,Netral,Netral,Netral
"
Rasa mie nya enak, harganya juga terjangkau lah.Minusnya rame banget, dan risih karna banyak bgt pengamen yg dtg  ",Positif,Netral,Negatif,Negatif,Positif
"
Indomie banglades'e nya mantap ditambah puding telur nya, pecah dimulut..  ",Positif,Netral,Netral,Netral,Netral
"
Bangladesh wajib banget apalagi di musim hujan  ",Netral,Netral,Netral,Netral,Netral
"
Mie agemnya enak  ",Positif,Netral,Netral,Netral,Netral
"
Enak tapi nunggu lama pakai banget. Makanan sudah di dalam perut, minuman yang tinggal dibuka tutupnya tidak kunjung datang. Panas luar biasa, untung enak.  ",Positif,Positif,Negatif,Negatif,Netral
"
banyak pilihan makanan khususnya mie. rasanya lumayan enak. harus sabar mau pesan apalagi pas rame harus panggil pelayannya  ",Positif,Netral,Netral,Netral,Netral
"
Warkop agam berada di multatuli.. uuuhhh makanan terfavoritny mie banglades plus Minum teh tariknya enak banget... wajib cobain yg lagi jalan jalan ke medan  ",Positif,Positif,Netral,Netral,Netral
"
Mie nya mantap  ",Positif,Netral,Netral,Netral,Netral
"
Sebenarnya rasanya biasa aja, tp lumayan lah kalo lg pengen indomie ada tempat yg begini. Nongkrong jg enak dsni.  ",Netral,Netral,Netral,Positif,Netral
"
Enak..agak pedas..  ",Netral,Netral,Netral,Netral,Netral
"
Mie bangladesh maknyusss  ",Positif,Netral,Netral,Netral,Netral
"
Seporsi ga kenyang wkwk  ",Positif,Netral,Netral,Netral,Netral
"
Mie banglades's nya mantab...  ",Positif,Netral,Netral,Netral,Netral
"
Makannya Enak di mulut nyaman di kantong  ",Positif,Netral,Netral,Netral,Positif
"
Buset rame bgtMie bangladesh menu wajib sayyy  ",Positif,Netral,Netral,Netral,Netral
"
Rasanya lumayan, cuma gak seenak yg diekspektasiin, mungkin krn ini overrated jd ngiranya bakal seenak itu. Tp disini makanan nya harga super murah ",Netral,Netral,Netral,Netral,Positif
"
Enak & cepat pelayanannya  ",Positif,Netral,Positif,Netral,Netral
"
Dapet recomend tempat makan dari temenWajib dicoba, makanan nya enak the best  ",Positif,Netral,Netral,Netral,Netral
"
Tempat nongki yang terjangkau...  ",Netral,Netral,Netral,Netral,Positif
"
rasa bangladesh-nya tak sesuai dgn ekspektasi saya  ",Negatif,Netral,Netral,Netral,Netral
"
Indomienya mantap,  boleh di coba...  ",Positif,Netral,Netral,Netral,Netral
"
Makanannya enak rekomendasi banget beda dari yang lain ",Positif,Netral,Netral,Netral,Netral
"
Rasa mie nya yg khas. Sangat rame kalau malam hari. Harganya cukup bersahabat  ",Positif,Netral,Netral,Negatif,Positif
"
Hidangannya enak,namun pelayanan sangat buruk, yg pertama hidangan sangat lama, yg kedua hidangan salah,yg ketiga pesanan sering dipotong oleh org yg baru datang, yg keempat pegawainya susah dipanggil dan sedikit, mohon semuanya diperbaiki  ",Positif,Netral,Negatif,Netral,Netral
"
Kalau ada menu jadi bintang 5  ",Netral,Netral,Negatif,Netral,Netral
"
Murah meriah dan enak  ",Positif,Positif,Positif,Positif,Positif
"
Tempat nya bagus makanan nya enak hanya saja tempatnya panas tolong tingkatkan lagi fasilitas nya  ",Positif,Netral,Netral,Netral,Netral
"
Kalo ud mkn Mie bangladesh dan teh tarek nya buat lupa diet .... HahahahaTp hrs sabar antri ya apalg mlm mggu dan hri mggu  ",Positif,Positif,Netral,Netral,Netral
"
Soal rasa, ga perlu d tanya lagi.  ",Positif,Netral,Netral,Netral,Netral
"
Enak mie nya  ",Positif,Netral,Netral,Netral,Netral
"
Rasa indomie biasa  ",Netral,Netral,Netral,Netral,Netral
"
Indomie kekinian kota medan, enak sih enak... tapi minim sayur, mungkin karena saya penyuka sayur. Warkop ini rame kalau malam  ",Netral,Netral,Netral,Netral,Netral
"
enak dan nyaman  ",Positif,Netral,Netral,Positif,Netral
"
Tempat nya cukup nyaman. Mantap buat nongkrongMakanan dan harga nya oke ",Positif,Netral,Netral,Netral,Positif
"
Wah ... Tempatnya asik, strategis dan menu harganya terjangkau  ",Netral,Netral,Netral,Positif,Positif
"
Tempat yang selalu dikunjungi kalau ke medan.. mienya enakkk dan juga tempatnya bersih  ",Positif,Netral,Netral,Positif,Netral
"
tst nya mantap, murah meriah  ",Netral,Positif,Netral,Netral,Positif
"
Mie bangladesh +telur setengah mateng, one of my favorite, the best warmindo in medan  ",Positif,Netral,Netral,Netral,Netral
"
Makanan oke, tempatnya biasa ",Positif,Netral,Netral,Netral,Netral
"
Mie nya gk ada 2nya dimedan ",Positif,Netral,Netral,Netral,Netral
"
Harga makanan cukup murah ",Netral,Netral,Netral,Netral,Positif
"
Entah kenapa ga bisa nolak makan mi klo lagi disini 😆 ",Positif,Netral,Netral,Netral,Netral
"
Masakan mie yang beda dari yang lain enak bgt ",Positif,Netral,Netral,Netral,Netral
"
Cukup enak buat yang suka makan indomie ",Positif,Netral,Netral,Netral,Netral
"
Murah,lumayan enak dan nyaman ",Positif,Netral,Netral,Positif,Positif
"
Indomie terbaik di Medan, rasa mantap dan harga juga ga mahal.  ",Positif,Netral,Netral,Netral,Positif
"
Murah meriah mantap. Kopi hitamnya juga top  ",Netral,Positif,Netral,Netral,Positif
"
Bagus enak makanannya  ",Positif,Netral,Netral,Netral,Netral
"
Mie instannya biasa aja sih, terlalu banyak pengamen, dari dateng sampai pulang pengamen ada terus. Mirisnya pengamennya banyak anak kecil.  ",Netral,Netral,Netral,Negatif,Netral
"
Mie Indomie nya pakai Rempah dan Wangi..Pas dan Sesuai Porsi dengan Kantong gak buat bolong..  ",Positif,Netral,Netral,Netral,Positif
"
Indomie becek.Gak ada di tempat lain deh  ",Positif,Netral,Netral,Netral,Netral
"
Best banget. Pelayanan yg luar biasa  ",Netral,Netral,Positif,Netral,Netral
"
Buat nongkrong cocok banget disini dan juga makanannya lumayan enak namun jika rame pengunjung suasana jadi panas dan kurang nyaman. Ada baiknya datang pada saat tidak rame pengunjung  ",Positif,Netral,Netral,Positif,Netral
"
Suka menu bangladesh nya  ",Positif,Netral,Netral,Netral,Netral
"
Indomie anak gaul medan. Tempat nongkrong anak muda , mie rasa sedap , kopi acehnya juga enak. Recomended buat yg cari makanan ringan .  ",Positif,Positif,Netral,Positif,Netral
"
Makanan enak tetapi meja makan kurang karna di masa ppkm ini  ",Positif,Netral,Netral,Negatif,Netral
"
Karna terlalu banyak org, ada pesenan yg hampir nunggu stengah jam baru dateng. Tapi overall okeh dan enak  ",Positif,Positif,Negatif,Netral,Netral
"
Mie Bangladesh favorit baik itu Indomie nya atau ifu mie nya .. Risol nya juga oke rapuh. Harga terjangkau. Rekomen .  ",Positif,Netral,Netral,Netral,Positif
"
Warkop mie legendaris medan yang buka buka 24. Tempat yang baik untuk nongkrong bareng teman atau saudara, harga yang pas  untuk kalangan anak anak kos.  ",Netral,Netral,Netral,Positif,Positif
"
Untuk makan mie instan, cukup enak lah. Tapi terkadang kalau pengunjung ramai, bisa tidak terlayani dengan baik.  ",Positif,Netral,Negatif,Netral,Netral
"
Di sini tersedia nasi kucing, tst, varian mie dan nasi ala² warkop. Pelayanan kelas warkop profesional dengan harga standar  ",Netral,Netral,Positif,Netral,Netral
"
Tmpatnya nyaman ",Netral,Netral,Netral,Positif,Netral
"
Mw cari tempat yg murah dan enak, ini mungkin bisa dijadikan destinasi kuliner anda.Jangan kaget jika anda datang tidak kebagian tempat.  ",Positif,Positif,Netral,Negatif,Positif
"
Makanannya enak, terutama indomie bangladeshnya. Tapi kebersihan juga harus diperhatikan, apalagi sampah sampah berserakan semua dan lantainya kotor  ",Positif,Netral,Netral,Negatif,Netral
"
pelayanan nya okelah, tapi makanan kurangtempat juga sesak apalagi kalo rame harus bersabar sama pelayanannya  ",Negatif,Netral,Netral,Negatif,Netral
"
Rasa Indomie nya ngenak di lidah , biasa tiap Minggu stay untuk makan disini.. dan harga standar tapi rasa kualitas  ",Positif,Netral,Netral,Netral,Netral
"
Indomienya enak.  ",Positif,Netral,Netral,Netral,Netral
"
Aku datang ber2 kebetulan mlm minggu,kt pesan air putih panas sm manis dingin,dgn sombong Nya pegawai Nya blg gk da air putih panas klo mlm minggu,ingat kelen disini pedatang,saya akuin usaha anda lg naik daun,ingat setiap usaha Ada mass Nya !!!terima kasih atas kesombongan anda!  ",Netral,Negatif,Negatif,Netral,Netral
"
Menu favorite mie bangladesh'e  ",Positif,Netral,Netral,Netral,Netral
"
Tempat berkumpulnya orang kalau mau makan mie, Sedap!  ",Positif,Netral,Netral,Netral,Netral
"
wow enak kalee cukup enak cuma 10ribe  ",Positif,Netral,Netral,Netral,Positif
"
Rasa makanannya enak  ",Positif,Netral,Netral,Netral,Netral
"
Tempatny lumayan, cuman waktu rame sesak kali  ",Netral,Netral,Netral,Negatif,Netral
"
Rame, mie Bangladesh a mantap pesanan cepat walaupun yg datang rombongan  ",Positif,Netral,Positif,Netral,Netral
"
Cukuplah rasa n porsinya  ",Netral,Netral,Netral,Netral,Netral
"
Gadak imbang lah, apalagi jus jeruknya (asli) tetap di pertahankan ya  ",Netral,Positif,Netral,Netral,Netral
"
Mienya sangat enak !!  ",Positif,Netral,Netral,Netral,Netral
"
Recommended untuk makan special seperti indomie dengan aneka nama uni dan pasangan minumannya yaitu teh tarik~  ",Positif,Positif,Netral,Netral,Netral
"
Mau indomie becek yg mantap.. disini tmpt nya.. tidak pernah sepi dr pagi smpe malam.. makan indomie pake risol nya yg garing.. sedappppp!!!  ",Positif,Netral,Netral,Netral,Netral
"
Bisa buat buat sendiripun harganya banyak nyarik untung bos  ",Netral,Netral,Netral,Netral,Negatif
"
Makanan dan Minuman enak , terjangkau. Lokasi mudah diakses. Banyak pengunjung , jadi ingatkan kembali pelayan untuk mengerjakan pesanan anda.  ",Positif,Positif,Negatif,Positif,Netral
"
Utk cari jajan malam, bahkan tengah malam, mie bangladesh dari warkop agem adalah jawaban yg tepat, kekurangan mungkin di kebersihan tempat, mohon utk diperhatikan dan ditingkatkan lagi.  ",Positif,Netral,Netral,Negatif,Netral
"
T4 yg rame buat pecinta indomie, yg terkenal versi bangladeshnya kalau yg suka bumbu"" keras semacam kari  ",Positif,Netral,Netral,Netral,Netral
"
harganya ga sesuai sama kenyamanan tempat,  tidak bebas asap rokok, tapi pelayanannya super cepat .  ",Netral,Netral,Positif,Negatif,Negatif
"
Ini Enak Kali, Malam-malam, Hujan  ",Positif,Netral,Netral,Netral,Netral
"
Selalu ramai disini harga makanan juga termasuk murah dan cepat penyajiannya tapi minusnya terlalu banyak maaf kata pengemis.  ",Netral,Netral,Positif,Negatif,Positif
"
Best place utk makan indomie, gadak duanya, paten kali sarapan disini.  ",Positif,Netral,Netral,Netral,Netral
"
Lumayan rame nih tempat makan Indomie nya.. harganya juga terjangkau.. makan mie Pakistan Ama mie Bangladesh...  ",Positif,Netral,Netral,Netral,Positif
"
Indomienya biasa aja. Tempatnya kurang bersih. Kurang besar. Kalau makan harus antri dulu. Pas lagi  ",Netral,Netral,Negatif,Negatif,Netral
"
Agam senyum indomie luar biasa sedap dan mantap.....perpaduan indomie dan bumbu rempah kan atjeh  ",Positif,Netral,Netral,Netral,Netral
"
Biasa aja, ramai sih disini,kek makan di lesehan, banyakan cainesss  ",Netral,Netral,Netral,Netral,Netral
"
Mie Bangladesh favourit, selalu kehabisan meja kalo kesini, full terus  ",Positif,Netral,Netral,Negatif,Netral
"
Paling rekomen Bangladesh nya  ",Positif,Netral,Netral,Netral,Netral
"
Rasanya beda, mantap  ",Positif,Netral,Netral,Netral,Netral
FALSE,Positif,Netral,Netral,Netral,Netral
"
Bumbu untuk pembuatan indomienya cukup unik, menggunakan bumbu kari. Sangat lezat, patut untuk dicoba.  ",Positif,Netral,Netral,Netral,Netral
"
Makanan khas kota Medan, enak mie nya  ",Positif,Netral,Netral,Netral,Netral
"
Mantap .... warungnya ramee truss..Harga standart lah.. masi masuk akal dan bisa d jangkau..  ",Positif,Netral,Netral,Positif,Netral
"
Mie beceknya ok banget  ",Positif,Netral,Netral,Netral,Netral
"
Enak..  ",Positif,Netral,Netral,Netral,Netral
"
Mie nya sangat mantap  ",Positif,Netral,Netral,Netral,Netral
"
Cocok buat nongkrong bersama teman atau keluarga sambil menikmati menu makanan yang enak dengan harga terjangkau  ",Positif,Netral,Netral,Positif,Positif
"
Indomie Bangladesh ataupun Indomie Goreng biasa'nya buat ketagihan guys!! ngiler kalo mikirin mau makan disini 9/10  ",Positif,Netral,Netral,Netral,Netral
"
Mie instant nya enak banget ga ada lawan lah...tp sayang tempat nya panas jd ga betah lama2  ",Positif,Netral,Netral,Negatif,Netral
"
Uenakkk bangett  ",Positif,Netral,Netral,Netral,Netral
"
Pelayan nya ramahPesanan cepat datang nyaEnak juga,,  dan harga terjangkau  ",Positif,Netral,Positif,Netral,Positif
"
Mie bangladesh nya juara, hanya saja terlalu ramai pembelinya ,susah cari tempat duduk buat makan ditempat dan pelayanannya cukup lambat  ",Positif,Netral,Negatif,Negatif,Netral
"
Tempat nongkrong anak muda...Makanan minuman murah meriah...Pelayanan cepet...Rasa makanannya juga ok  ",Positif,Netral,Positif,Positif,Positif
"
Indomi bangladesh terenak sekota Medan.  ",Positif,Netral,Netral,Netral,Netral
"
paling suka Indomie bangdesh plus telor asinnya  ",Positif,Netral,Netral,Netral,Netral
"
Sebenrnya biasa aja sih.. tpi enak buat yg lagi bokek tpi bingung mau nongkrongdimana. ya disini aja bisa kenyang dg hrga terjangkau banget  ",Netral,Netral,Netral,Netral,Positif
"
Murah. Enak.  ",Positif,Positif,Netral,Netral,Positif
"
Cocok untuk nongkrong, makanannya enak, pling khas mie bangladesnya.bisa buat nobar juga  ",Positif,Netral,Netral,Positif,Netral
"
Salah satu Mie warkop ter-enak di medan kok, tp emg agaj bingung nyariknya sih...karna jejeran sama yg lain lain.  ",Positif,Netral,Netral,Negatif,Netral
"
Tempat mencurahkan segala kebosanan sambil menikmati hidangan indomie khas banglades.. Enak n murah.  ",Positif,Netral,Netral,Positif,Positif
"
Pengen balik lagi..uenak bro.. ",Positif,Positif,Netral,Netral,Netral
"
tempat sarapan yang pas dengan isi perut dan kantong ",Positif,Netral,Netral,Netral,Positif
"
Sangat mantap mantap kali ",Netral,Netral,Netral,Netral,Netral
"
Warkop paling top ",Netral,Netral,Netral,Positif,Netral
"
Mie Bangladesh nya oke.. ",Positif,Netral,Netral,Netral,Netral
"
Makanan nya enak tapi tempatnya kurang nyaman ",Positif,Netral,Netral,Negatif,Netral
"
Menjual makanan malam seperti Indomie dan nasi goreng ",Netral,Netral,Netral,Netral,Netral
"
Tempat nongkrong dan makan indomie terkenal di medan...di lokasi sekitaran jg banyak warkop seperti ini,tp dia lah yg paling terkenal  ",Netral,Netral,Netral,Positif,Netral
"
Cukup lama penyajiannya..ya mgkn krn rame banget.. untuk rasa makanan dan minuman B aja  ",Netral,Netral,Negatif,Netral,Netral
"
Indomie babgladesh yg maknyus. Cocok yg suka kuliner malamBerbahan baku indomie dan di tambah bumbu khas dengan resep rahasia...  ",Positif,Netral,Netral,Netral,Netral
"
Lumayan,,,juice nya terbaik deh  ",Netral,Positif,Netral,Netral,Netral
"
mienya enak dgn tambahan bumbu kari yg soft dan agak pedas..porsinya juga pas dan harganya murah  ",Positif,Netral,Netral,Netral,Positif
"
Tempat makan indomie terbaik di kota medan, harus coba mie banglades ukuran jumbo  ",Positif,Netral,Netral,Netral,Netral
"
Rasanya mulai berubah, tetap enak, tapi tidak seenak dulu. Bukan tempat pertama untuk disinggah lagi.  ",Netral,Netral,Netral,Netral,Netral
"
Rasa enak dilidah,harga pas dihati ",Positif,Netral,Netral,Netral,Positif
"
Teh tarik nya enak. Harga bersahabat  ",Netral,Positif,Netral,Netral,Positif
"
Dulu ini menjadi tempat mkn indomi ter enak di MedanTp belakangan rasanya seperti berkurang  ",Negatif,Netral,Netral,Netral,Netral
"
Hahaha nunggu indomie goreng + mandi 5 porsi 50mnt baru siap mandinya aja,tambahin kompor  ",Netral,Netral,Negatif,Netral,Netral
"
warmindo yg tidak pernah sepi, tempat kongkow nya anak medan, kalo kesini disaranin nyobain indomie bangladesh nya, maknyussss  ",Positif,Netral,Netral,Positif,Netral
"
Muantab; mie bangladesnya, teh susu, sate kerang, puding telor.. harus dicoba; dan ingat selalu rame pengunjungnya..  ",Positif,Positif,Netral,Netral,Netral
"
TEmpat yang nyamana tuk bersantai bersama siapa saja. N menyediakan jenis makanan dan minuman yang trjangkau bagi kita  ",Netral,Netral,Netral,Positif,Positif
"
Makanan yang enak, serta lokasi yang mudah dijangkau. Sayang tempat sering kali penuh  ",Positif,Netral,Netral,Positif,Netral
"
Oke sih tempatnya,tp kurang ramah pekerjanya  ",Netral,Netral,Negatif,Positif,Netral
"
Langganan... Disini gak pernah sepi saking enaknya.. Tempat duduknya kadang antri dulu tapi mkanannya cepat datang koc  ",Positif,Netral,Positif,Netral,Netral
"
Makanan enak, cocok buat nongkrong bareng teman  ",Positif,Netral,Netral,Netral,Netral
"
Makin lebar dan nyaman ketika nongkrong  ",Netral,Netral,Netral,Positif,Netral
"
Masakannya lumayan enak utk kategori masakan mie instan ala tongkrongan anak muda  ",Positif,Netral,Netral,Netral,Netral
"
Mie bangladeshnya luar biasa enak!! Tempatnya cukup luas tapi selalu penuh  ",Positif,Netral,Netral,Netral,Netral
"
Saya makan disini sampai 2x dalam seminggu looh, dicoba baru tau rasanya...  ",Positif,Netral,Netral,Netral,Netral
"
Mie bangladesh mantap,  kalo pagi ada mie balap dan nasi gorengnya enak..  ",Positif,Netral,Netral,Netral,Netral
"
Mie Bangladesh rasa nya nenndang...kalau mau becek minta tambah kuahnya...  ",Positif,Netral,Netral,Netral,Netral
"
Pengen makan mie instan yg enak?? Ya disini tempatnya. Rasa masakan mie instant nya juaraaa...  ",Positif,Netral,Netral,Netral,Netral
"
Tenpat hang out yg murah,meriah, Muntah  ",Netral,Netral,Netral,Positif,Positif
"
Hanya melayani org yg berada  ",Netral,Netral,Negatif,Netral,Netral
"
Alangkah baiknya jika prokes di terapkan lebih lagi. Tempat panas,  ",Netral,Netral,Negatif,Negatif,Netral
"
Enak indomie karinya.. murah dan cocok jadi tempat nongkrong anak muda.. tp ramai sekali..  ",Positif,Netral,Netral,Netral,Positif
"
Enak makanannya, cuman tidak da tempat parkir Mobil  ",Positif,Netral,Netral,Negatif,Netral
"
Mie bangladesh (tumis/goreng basah) nya enak  ",Positif,Netral,Netral,Netral,Netral
"
Enak banget bangladesh  ",Positif,Netral,Netral,Netral,Netral
"
Warung Kopi yang enak murah meriah dan nyaman buat nongkrong. Semua usia bisa, keren !!  ",Positif,Netral,Netral,Positif,Netral
"
Mie Banglades dan telor setengah matangnya emang enak  ",Positif,Netral,Netral,Netral,Netral
"
mie bangladesh nya maknyhus  ",Positif,Netral,Netral,Netral,Netral
"
Warkop yang buka 24 jam, Bangladesh(indomie yang dimasak nyemek nyemek) gitu dan itu enak banget!!!  ",Positif,Netral,Netral,Netral,Netral
"
Mie beceknya mantap  ",Positif,Netral,Netral,Netral,Netral
"
Terlalu rame, meja yang disediakan sedikiti, tempat kecil, mie terlalu banyak merica  ",Negatif,Netral,Netral,Negatif,Netral
"
Murah meriah  ",Netral,Netral,Netral,Netral,Positif
"
Indomie nya paling enak di kota medan, tempat nya asik buat nongkrong karena banyak cewek-cewek cantik nongkrong disini  ",Positif,Netral,Netral,Positif,Netral
"
Mie bangladeshnya top... sampai nambah 1 porsi...  ",Positif,Netral,Netral,Netral,Netral
"
Mie agem memang tiada tandinganya mie terfavorit d medan ",Positif,Netral,Netral,Netral,Netral
"
Sarapan pagi sy setiap antar anak sekolah... HeheheEnakMurahBanyak pilihannya...  ",Positif,Netral,Netral,Netral,Positif
"
Rekomendasi makan mie instan yg enak...  ",Positif,Netral,Netral,Netral,Netral
"
Makanannya enak banget.. apalagi indomie becek.. mantap.. thai tea juga recomended..  ",Positif,Positif,Netral,Netral,Netral
"
Mantap indomie becek  ",Positif,Netral,Netral,Netral,Netral
"
Ramai, makanan disajikan dengan baik  ",Positif,Netral,Netral,Netral,Netral
"
Warung indomie yang terkenal di Medan. Tempat tongkrongan anak muda yang memiliki harga murah. tempatnya kotor  ",Netral,Netral,Netral,Negatif,Positif
"
Salah satu alternatif kalo mau nongkrong di Medan sampai pagi dan harganya sangat terjangkau 
Salah satu alternatif kalo mau nongkrong di Medan sampai pagi dan harganya sangat terjangkau  ",Netral,Netral,Netral,Netral,Positif
"
Hati hati kalo parkir motor soalnya motor saya nmx windshield nya rusak pecah tebelah dua dan yang buat lari karna kecerobohan tukang parkirnya  ",Netral,Netral,Negatif,Netral,Netral
"
Warung Indomie anak muda dan keluarga / mie lezat / pas buat isi perut dimalam hari / harga murahhh  ",Positif,Netral,Netral,Netral,Positif
"
Pecinta mie instan, disini tempatnya! Kamu bisa makan mie instan dengan racikan kuah ala Agam Senyum.  ",Positif,Netral,Netral,Netral,Netral
"
tempat makan mie terbaik, tambahin mie yang banyak dong saat mesan hehehe.  ",Positif,Netral,Netral,Positif,Netral
"
Mie bangladeshnha enak  ",Positif,Netral,Netral,Netral,Netral
"
Menu andalan hanyalah Mie...all about noodleSayangny tempatny kurang bersih  ",Netral,Netral,Netral,Negatif,Netral
"
Tempat nongkrong anak2x muda sambil makan indomie banglades...bumbu indomie nya itunyang enak  ",Positif,Netral,Netral,Netral,Netral
"
Enak dan murah  ",Positif,Netral,Netral,Netral,Positif
"
Makanan mantap...tapi t4 pengap, ventalasi kurang memadai  ",Positif,Netral,Netral,Negatif,Netral
"
Enak buat nongkrong n mienya masi yg paling joss dari tetangga2 laennya  ",Positif,Netral,Netral,Netral,Netral
"
Bagus pelayanan cepat hanya kenyamanan kurang enak suasana panas tidak ada wifi  ",Netral,Netral,Positif,Negatif,Netral
"
Indomie bangladesh menu favorit pelanggan..harga standart rasa luar biasa.  ",Positif,Netral,Netral,Netral,Positif
"
Tempatnya bersih, dan sangat mematuhi protokol kesehatan.  ",Netral,Netral,Netral,Positif,Netral
FALSE,Positif,Positif,Netral,Netral,Netral
"
Tempat yang tepat buat dikunjungi dengan hidangan sederhana yang punya rasa luar biasa buat kalian yang abis pulang dari aktivitas malam  ",Positif,Netral,Netral,Positif,Netral
FALSE,Positif,Netral,Netral,Netral,Positif
"
Tempatnya rame boleh la yg buat hangout dan makan yg murah  ",Netral,Netral,Netral,Positif,Positif
"
Makanan enak indomienya tapi rame ribut. Cocok kumpul bareng temen  ",Positif,Netral,Netral,Netral,Netral
"
Harga kaki 5, rasa bintang 5.  ",Positif,Netral,Netral,Netral,Positif
"
Mie dan bumbunya menyatu di lidah, yang membuat hati dan perut terasa memuaskan  ",Positif,Netral,Netral,Netral,Netral
"
terbaik mi goreng nya, apalagi bangladesh.  ",Positif,Netral,Netral,Netral,Netral
"
Andalan. Mie Bangladesh + telur asin.Minusnya? Panas boooo hahhahaha ",Positif,Netral,Netral,Netral,Netral
"

Parkir sempit...pilihan rasa mie banyak... ",Positif,Netral,Netral,Negatif,Netral
"
Terjangkau dan ramai ",Netral,Netral,Netral,Netral,Positif
"
Kalau ke Medan wajib makan Indomie disini. Enak banget ",Positif,Netral,Netral,Netral,Netral
"
Tongkrongan anak kos.  Recomended food ""mie banglades"" ",Positif,Netral,Netral,Netral,Netral
"
Mie goreng beceknya recomended banget... ",Positif,Netral,Netral,Netral,Netral
"
Enak, tapi agak mahal untuk indomie ",Positif,Netral,Netral,Netral,Netral
"
Ah enak banget makannya, hanya Indomie tari rasanya gila banget  ",Positif,Netral,Netral,Netral,Netral
"
Aku suka pelayananya ramah  ",Netral,Netral,Positif,Netral,Netral
"
Asik buat bersantai  ",Netral,Netral,Netral,Positif,Netral
"
Bagus dan rapi  ",Netral,Netral,Netral,Positif,Netral
"
Bagus, makanan lumayan, kebersihan lumayan. Buka sampe pagi josss  ",Positif,Netral,Netral,Positif,Netral
"
Baguslah tempatnya untuk duduk nongkrong dan bahas kerjaan  ",Netral,Netral,Netral,Positif,Netral
"
Banglades+ mandiAuto kenyang  ",Positif,Positif,Netral,Netral,Netral
"
Banyak nyamuk kalau sore  ",Netral,Netral,Netral,Negatif,Netral
"
Bersih dan nyaman  ",Netral,Netral,Netral,Positif,Netral
"
Bersih dan ramah  ",Netral,Netral,Positif,Positif,Netral
"
Best alternative of AGEM, tiap makan agem mules terus  ",Positif,Netral,Netral,Netral,Netral
"
Biasa aja.. nothing special  ",Netral,Netral,Netral,Netral,Netral
"
Biasa sj dan hrg lumayan mhl  ",Netral,Netral,Netral,Netral,Negatif
"
Buat nongkrong murmer disini nich sambil begadang pun jadi  ",Netral,Netral,Netral,Netral,Positif
"
Cocok utk pecinta kopi pinggir jalan, dengan harga sangat terjangkau tapi rasa lumayan. Seduh kopi dengan air yg panas mendidih agar hasilnya lebih terasa..  ",Netral,Positif,Netral,Netral,Positif
"
Di sini kalo dibilang indomie goreng ori ya betol2 ori, ga ada sawi2nya 😊  ",Positif,Netral,Netral,Netral,Netral
"
Enak banget ini indomie beceknya, rasanya keren euy....  ",Positif,Netral,Netral,Netral,Netral
"
Enak dan murah  ",Positif,Positif,Netral,Netral,Positif
"
Enak dan nyaman  ",Positif,Positif,Netral,Positif,Netral
"
Enak dn karyawan nya cakep2...  ",Positif,Positif,Positif,Netral,Netral
"
Enak makan disini  ",Positif,Positif,Positif,Netral,Netral
FALSE,Positif,Netral,Netral,Netral,Netral
"
Enak Mie nya  ",Positif,Netral,Netral,Netral,Netral
"
Enak untuk nongkrong  ",Netral,Netral,Netral,Positif,Netral
"
Enak,murah,meriah lbh bervariasi  ",Positif,Positif,Netral,Netral,Positif
"
enakkkkkkk tapi saya masih prefer yg di tempat lain  ",Netral,Netral,Netral,Netral,Netral
"
gadaaa obat indomie warkop iwan emg paling best, apalagi sate kerangnya. ga cukup kalau cuma setusuk woyyy. + teh tarik jugaaa nikmatnyaa  ",Positif,Positif,Netral,Netral,Netral
"
Gak usah datang ke tempat kekgini, nanti kelen diusir, kami udah dua kali diusir, dasar warkop ccd, nub globalSalam kopi jonii!!!  ",Netral,Netral,Negatif,Netral,Netral
"
Harga makanan dan minunan cukup murah tp kualitas rasa sangat lezat.  ",Positif,Positif,Netral,Netral,Positif
